발화문,상황
그래야겠지? 냄새가 아주 오래 갈 것 같아. 걱정이야.,disgust
그래도 어쩌겠어. 얼른 치우고 쉬어야겠어.,disgust
나 오늘 짭새가 몰려 있길래 구경 다녀왔어.,neutral
누군가 싸우는지 시끄럽고 사람들이 너무 많아.,neutral
그래. 알았어. 경찰이라고 할게. 구경은 무서워서 그냥 왔어.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
날씨가 좋아서 나갔다 왔지. 우산이 있으니까 내일은 걱정 안해.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
누군가가 싸우는지 시끄럽고 사람들이 너무 많아.,neutral
그런 것 같아. 치고박고 크게 싸우는 것 같아.,neutral
그래서 그런가 하루 종일 화장실 청소만 하는 기분이야.,angry
곰팡이 제거제 괜찮은 제품이야?,angry
그렇게 괜찮으면 지금 당장 구매 하고싶어.,angry
쓰레기통에서 역겨운 냄새가 나기 시작했어.,disgust
내가 버려야 되는 순간에 안 버리고 있었더니 그러는 거야.,disgust
알았어. 지금 버리려고 묶어놨어.,disgust
그러니까. 다음부턴 조심해야 되겠어.,disgust
밝고 즐거운 걸로 부탁해. 이 우울한 기분 좀 떨쳐내게.,angry
짭새들이 갑자기 우리 동네에 몰려왔더라고.,neutral
그러니까. 나도 그게 궁금해서 구경 갔었어.,neutral
근처에도 못 오게 바리케이드를 쳤더라고. 더럽고 치사해서 그냥 왔어.,neutral
나 오늘 짭새가 몰려 있길래 구경 갔다 왔어.,neutral
요즘 건강은 환절기라서 비염이 좀 심해진 거 빼고는 없어. 괜찮아.,neutral
그렇게 험악한 분위긴 아니었어. 하지만 못 들어가게 막아서 그냥 왔어.,neutral
내가 생각해도 고생이 많아.,angry
그거 좋은 생각인데?,angry
너가 추천한 곳이니까 엄청 맛있을 거 같아. 친구랑 맛있게 먹고 올게.,neutral
여기 도난 사건이 일어났나 봐.,neutral
아니 요즘 다 왜 이러는 거지? 이해가 안 돼.,angry
내가 좋아하는 유튜버가 뒷 광고를 했다고 사과하는 영상을 올렸어.,angry
내가 너무나 믿었던 유튜버인데 뒷광고를 했다고 하니까 실망스럽고 배신을 느껴.,angry
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
사과 영상을 봤는데 진실됨이 하나도 없고 자기 변명만 하고 있어서 너무 화가 났어.,angry
그냥 가끔 쓰는거지. 나도 잘 모르겠는데? 왜 몰려 있었지?,neutral
오늘 짭새가 몰려 있었길래 구경 다녀왔어.,neutral
진짜? 내일 비 온대? 흠. 우산 없는데.,neutral
완전 멀쩡하지. 나 완전 건강해.,neutral
내일 친구를 만나는데 뭘 먹을지 모르겠어.,neutral
나는 양식이 좀 더 좋더라.,neutral
나쁘지 않지. 난 샐러드 좋아하거든.,neutral
내 휴가가 엉망이야.,angry
아 진짜? 좋아! 그럼 내가 가보고 나중에 진짜 좋았는지 알려줄께.,neutral
"이번 주부터 일주일 동안 휴가 기간인데, 휴가 기간 내내 비가 온대.",angry
오랜만에 친구들이랑 서해 바다에 가서 놀다 오기로 했어.,angry
근데 그거 때문에 너무 스트레스 받아 지금.,angry
니가 추천해 주는 건 좋은 걸까? 음. 생각 좀 해보고 알려줄게.,angry
아니. 요즘은 다 왜 이러는 거지? 이해가 안 되네.,angry
아니 유튜버들 말이야. 우리가 좋다고 아주 기고만장해진 건가?,angry
뒷광고한 유튜브만 아니면 난 좋아.,angry
화장실은 아무리 청소를 해도 곰팡이가 없어지지 않아.,angry
장마 철이라서 습기가 많이 생겨서 곰팡이가 생기나 봐. 자꾸 신경 쓰여.,angry
곰팡이 제거제가 효과가 있대?,angry
곰팡이 제거제가 효과가 있다고 하니까 나 구매해볼래.,angry
방향제로 고약한 냄새를 없애야 겠어.,disgust
하. 내 휴가가 엉망이야!,angry
아니 원래는 바닷가 가 가지고 그 옆에 팬션에서 놀면서 경치 구경도 좀 하고 해산물도 먹으려고 그랬지.,angry
나 갇히게 된 거 같아서 무서워.,fear
집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,fear
집 안에까지 물이 아직 들어오지 않았고 몸은 괜찮아.,fear
사람들이 너무 많아서 무슨 일인지 잘 못 봤어.,neutral
30분 정도 구경을 했는데 앞이 안보여서 그냥 집에 왔어.,neutral
아 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 갈 것이지. 남아 가지고 나한테 자꾸 뭐라고 해.,angry
다른 직원들한테는 친절하게 하면서 나한테만 짜증 내고 뭐라고 하니까 화가 나서 그래.,angry
내일 비 소식이 있는 거야? 우산은 사무실에 없어.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
사람들이 너무 많이 구경을 하고 있어서 무슨 일인지 볼 수가 없었어.,neutral
나도 무슨 일인지 궁금한데 앞에 사람들이 많아서 잘 안보여서 무슨 일인지 모르겠어.,neutral
친구와 내일 만나기로 했는데 뭘 먹어야 될지 고민이야.,neutral
맛집이 너무 많은 강남역이야. 고민되겠지?,neutral
에피타이저 푸짐하게 주면 정말 좋아.,neutral
아니. 요즘 왜들 그러는지 모르겠어.,angry
유명한 유튜버들이 죄다 돈받고 뒷광고를 하고 있었대.,angry
그럼. 그건 남을 속이는 거잖아. 사람들이 정말 실망 많이 하더라고.,angry
사과도 사람들이 뭐라고 하니까 억지로들 하더라고.,angry
나 너무 무서워. 혼자 갇힌 것 같아.,fear
나도 잘 모르겠어. 자고 일어났더니 온통 물바다가 되어 있어.,fear
잘 때 비가 그렇게 많이 오는 줄도 몰랐지. 대피 문자도 못 보고 그냥 자버린 거야.,fear
그럼. 아무 데도 나갈 수가 없어. 주위가 다 물 바다라서.,fear
다행히 집 안 까지는 물이 들어오지 않았더라고.,fear
아니 요즘 다들 왜 이러는지 모르겠어.,angry
통수 맞았다고. 실망하고 있어.,angry
"하긴 했는데, 진정성이라고는 하나도 느껴지지 않았어.",angry
정말 그 영상 보면 기분이 좋아질까? ,angry
자고 일어났더니 다른 집들 사람들 다 피신했더라고.,fear
나 잘 때 비가 엄청 많이 왔어. 그런데 대피 문자를 못 보고 잠만 잔 거야.,fear
우리 집 빼고 주변이 다 물바다라 나갈 수가 없어.,fear
다행히 집 안까진 들어오지 않았어. 난 괜찮아. 아직은.,fear
만나는데 뭘 먹어야 뭘 먹어야 될 지 모르겠어.,neutral
역에서 만나기로 했어.,neutral
진짜 좋은데 고마워.,angry
내일 친구를 만나기로 했는데 뭘 먹어야 할지 모르겠어.,neutral
강남역에서 만나기로 했는데 뭘 먹을지 못 정했어.,neutral
내 휴가가 엉망이야.,angry
지금 비가 너무 많이 와서.,angry
에피타이저부터 푸짐하게 주는 집 정말 좋아.,neutral
원래는 바닷가에 가려고 했어.,angry
네가 추천한 곳이니까 믿고 가서 먹을게. 고마워!,neutral
1년 만에 휴가인데 이번에.,angry
그래 너무 고맙다.,angry
화장실은 청소를 해도 해도 끝이 없어. 곰팡이가 사라지질 않아.,angry
맞아. 우리 집은 환기 될 만 한 곳이 없어.,angry
그러니까 하루 종일 화장실 청소만 하는 기분이야.,angry
곰팡이 제거제 쓰면 괜찮아질까?,angry
당연히 구매 해야지. 괜찮다는데.,angry
상사놈이 집에도 안 가고 계속 내 옆에서 짜증내고 있어. 미친놈이지.,angry
그런 놈은 욕 먹고 싶어서 그러는 것 같애. 꼭 나한테만 그래.,angry
난 스트레스를 확 날려 줄 음악이 필요해.,angry
"나도 그 짭새가 몰려든 게 궁금해갖고, 구경 갔었어.",neutral
아니. 요즘 다 왜 이러는 거야? 정말 이해가 안 돼.,angry
구경도 못하게 바리케이드를 쳐놨더라고.,neutral
내가 좋아하는 유튜버가 뒷 광고를 했다고 사과하는 영상을 올렸어.,angry
내가 정말 믿었던 유튜버인데 뒷 광고를 했다고 하니까 너무 속상하고 실망스러워.,angry
영상을 봤는데 사과라기보다는 자기 변명만 하고 있어서 더 화가 났어.,angry
짭새 구경 갔다가 우산도 잃어버리고 왔어.,neutral
나 지금 너무 화가 나는데 내 마음을 진정시켜줄 영상이 있어?,angry
요즘 환절기라서 비염 빼고 나면 다 괜찮아.,neutral
나도 그게 궁금해서. 쫓아갔다 왔지.,neutral
쓰레기통에서 역겨운 냄새가 나.,disgust
내가 버린 음식물 쓰레기가 상해서 냄새가 나는 거야.,disgust
너무 냄새가 심해서 버리려고 밖에다 빼 놨어.,disgust
냄새를 방향제로 처리하는 게 가장 좋을 거 같아.,disgust
청소하기 힘들어도 내가 벌인 일이니까 얼른 처리해야지.,disgust
나 갇히게 된 거 같아서 너무 무서워.,fear
나 혼자 집 안에 갇히게 됐어.,fear
내가 잠을 자는 동안에 비가 너무 많이 내려서 우리 동네가 고립되면서 갇히게 됐어.,fear
집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,fear
집 안으로 물이 들어오지는 않았는데 물이 들어올까 봐 걱정이야.,fear
사람들이 너무 많이 몰려 있어서 왜 그런지 볼 수가 없었어.,neutral
30분 정도 구경하다가 앞이 잘 보이지 않아서 집에 왔어.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
내일 비가 엄청 많이 온대? 우산 사무실에 없어.,neutral
너가 내일 비 온다고 알려줬으니까 집에서 나갈 때 우산 챙겨 갈게.,neutral
나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
구경하는 사람들이 너무 많아서 무슨 일인지 정확히 알 수가 없었어.,neutral
내가 뒤쪽에 있어서 앞이 잘 보이지 않아서 무슨 일인지 잘 못 봤어.,neutral
아 짜증 나! 그 새끼 맨날 나만 보면 머라고 해. 자꾸 나한테만 뭐라고 해서 짜증 나!,angry
에휴. 그래 음악이나 들으면서 기분 좀 풀어야겠어. 나는 신나는 음악이 좋아.,angry
그래. 음악이나 들으면서 기분을 풀어야겠어. 나는 신나는 음악을 좋아해.,angry
퇴근한지 얼마나 됐다고 회사에서 또 연락이 왔어.,angry
우리 사장님은 내가 그렇게 미운가 봐. 나만 그렇게 부려먹어.,angry
갈 때가 없어. 그냥 먹고 살아야 하니까 견뎌야지.,angry
다들 바빠서 내 얘기 들어 줄 시간이 없어.,angry
그래 알았어. 나도 지금 너무 힘들어. 누구한테든 얘기 하고 싶어.,angry
내일 친구를 만나는데 뭘 먹을지 모르겠어.,neutral
강남에서 만나는데 그곳에는 먹거리가 참 많아.,neutral
오늘은 양식이 땡기네. 원래 일식을 더 좋아하거든.,neutral
너무 좋지. 우리는 양이 많아야돼. 그래야 먹은 거 같거든.,neutral
그러면 너무 좋지. 우리는 이쪽 동네를 잘 몰라.,neutral
아니 요즘 다들 왜 그러지? 이해가 안가네.,angry
유튜버들이 사람들을 속여 가면서 뒷광고를 하고 있어.,angry
정말 실망스러워. 어떻게 그럴 수가 있는 거지?,angry
사과도 진정성이 안 보여. 또 돌아서면 사람들을 속일 것 같아.,angry
믿을 수 있는 거겠지? 그래. 추천해 줘바.,angry
나 갇힌 것 같아.,fear
전화가 여러 통 와 있었어. 그런데도 피곤해서 잠이 깊게 들었나봐.,fear
물이 너무 많이 차 있어서 나갈 수가 없어. 무서워.,fear
다행히 집 안으로는 물이 안 들어왔어. 괜찮아.,fear
내 휴가가 엉망이야.,angry
장마에 태풍이 겹쳐서 나갈 수가 없어.,angry
여름 바다에 가서 수영도 하고 물놀이도 하고.,angry
일 년 만에 휴간데 엉망이 돼버렸어.,angry
그래 맛있는거 해 먹으면서 영화나 봐야겠어.,angry
화장실은 청소를 해도 곰팡이가 없어지질 않아.,angry
그런 것 같아. 화장실이 너무 습해.,angry
비 좀 그만 왔으면 좋겠어. 너무 습해.,angry
그래야 할 것 같아. 곰팡이 냄새가 너무 싫어.,angry
구매할게. 효과 좋은 걸로 추천해줘.,angry
쓰레기통에서 역겨운 냄새가 나고 있어.,disgust
쓰레기 버릴 때 섞여 들어갔었나봐.,disgust
그래야겠어. 너무 냄새 나고 벌레도 있는 것 같아.,disgust
그래야지. 냄새가 안 빠질 것 같아. 오래 가겠어.,disgust
어쩌겠어. 그래도 깨끗이 치워야지.,disgust
나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral
누군가 싸우는지 시끄럽고 난리도 아니야. 사람도 많고.,neutral
"그래, 알았어. 다음에는 경찰이라고 할게. 구경은 별로 안 했어.",neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
날씨가 좋아서 나갔다 왔지. 우산은 있으니까 내일 비가 와도 걱정 안 해.,neutral
우산이 있는데 왜 비를 맞겠어. 건강은 괜찮아.,neutral
나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral
서로 몸싸움을 크게 하는 것 같아. 사람들이 너무 많아.,neutral
싸우는 것 같아. 그것도 아주 크게!,neutral
퇴근한지 얼마나 됐다고 회사에서 또 연락이 오네?,angry
정말 왜 그런지 모르겠어. 왜 나한테만 일을 시키는 건지.,angry
정말 다른 데로 옮기고 싶어. 그렇지만 지금은 갈 데가 없어.,angry
다들 바쁘고 내가 정든 사람은 회사를 그만뒀어.,angry
그래. 알았어. 나도 얘기하고 싶어.,angry
아니 요즘 다들 왜 그러는지 모르겠어!,angry
유명한 유튜버들이 죄다 돈 받고 뒷 광고를 해줬대.,angry
그걸로 피해 본 사람들이 한둘이 아니야.,angry
사과도 억지로 떠밀려서 하더라고. 그러니 진정성이 있겠어?,angry
스트레스를 확 풀어줄 영상으로 부탁해.,angry
나 아무래도 혼자 갇힌 것 같아.,fear
자고 일어났더니 동네가 다 물로 잠겨 있어. 사람들은 다 대피했고.,fear
밤 중에 그렇게 비가 많이 올 줄 누가 알았겠어. 나 자느라고 대피도 못했어.,fear
맞아. 우리 집 빼고는 다 물에 잠겨 있지.,fear
우리 집안까지는 물이 들어오지 않았어. 그래서 나도 아직은 괜찮아.,fear
내 휴가가 엉망진창이 되었어.,angry
휴가 첫날부터 하루종일 비가 오고있어.,angry
화장실은 아무리 청소를 해도 곰팡이가 없어지지 않아! ,angry
바다 갈려고 했지. 동해바다.,angry
그래서 매일매일 청소를 하고 있는데 곰팡이가 안 없어져.,angry
회사가 바빠서 1년 만에 휴가를 낸 거야.,angry
장마철이라서 습기가 많아지니까 곰팡이가 엄청 생겨. 자꾸 신경이 쓰여.,angry
난 영화 보는 걸로 선택할게. 영화 좀 추천해줘.,angry
곰팡이 제거제가 효과가 있대?,angry
곰팡이 제거제가 효과가 있다고 하니까 나 사용해볼래. 좋은 제품 좀 추천해줘.,angry
내일 친구를 만나기로 했는데 어떤 걸 먹어야될지 고민이야.,neutral
