label,Sentence
councel,"네, 맞습니다 독학으로 에이투 레벨 복습을 하셔도 되고 비원 레벨로 올라가셔도 됩니다."
councel,"네, 큰일 납니다."
voice_phising,그런데 여기에서 문제 하나가 있습니다.
voice_phising,지금 본인께서도 이 통장을 사람에게 파신 건지 아니면 개인정보가 유출이 되면서 저용을 당하신 부분인지 확인하려고 전화 드린 겁니다.
voice_phising,저희가 본인의 자금을 임의되는 열람이나 추적을 할 수 없는 부분이다 보니까 본인이 직접 금융감독원 쪽으로 본인의 계좌를 신고절차를 통해서 관리감독을 받으신 후에 협박자금으로 실속된 자금이 맞다고 확인이 되셔야지만 그 피해자 입증 절차 진행이 되시는 거고 일단 공문 밑 는 처음으로 보실 거예요.
voice_phising,제외한 타 은행권에서 계좌가 발견된 경우엔 전부 지급정지 들어가실 건데 상관없으시구요.
voice_phising,누구로 본인 성한 말씀하세요.
voice_phising,대포저축 은행이 서류가 들어가고 사업자분들은 최소 2일에서 3일 걸린
voice_phising,"그래서 한 달에 보통 1억은 넘지 않게 웬만하면 해요, 저희가."
councel,다른 궁금하신 사항 없으신가요?
councel,네 그렇습니다
councel,온라인 강의 신청하시면 교재는 우편으로 발송해드려요.
councel,"안녕하세요, 고객님. 레벨업 학습지의 이현서 상담원입니다. 어떤 일로 전화 주셨을까요?"
voice_phising,검거 현장에서 지금 대량 통장하고 카드를 압수 네?
voice_phising,그럼 그 몇 분 정도가 소요가 되시는 거죠
councel,"네, 맞습니다."
voice_phising,"네, 그렇게 준비를 좀 해 주시고요."
voice_phising,거짓말을 하시거나 숨기시면 안 되시고요.
voice_phising,태산을 전혀 모르십니까?
voice_phising,그거 받을 그 안에 은행 용하고 개인이 두 가지가 있을 거예요
councel,홈페이지 참고해 주시면 정보가 많을 것 같습니다.
councel,네 교재는 한달에 한번 드립니다.
voice_phising,그런데 다 휴민 상태시죠.
voice_phising,여기는 서울 중앙 지검이에요
councel,"네, 맞습니다."
councel,알겠습니다.
councel,네 그렇습니다
councel,"아닙니다, 추가 문의 있으 있으세여?"
councel,쉐어링스터디 상담원 이주빈입니다.
councel,네 이렇습니다.
councel,원하시는 강의에 원하는 날짜만큼 선택할 수 있습니다.
councel,카드 자동이체만 가능합니다.
voice_phising,저는 유정화라고 하고요.
councel,"네, 가능합니다."
councel,각각 원하는 과목이 있을까요?
voice_phising,그러시고까지 추가적으로 제가 보고서 올려드릴 거고요.
councel,삼십 분내로 확인됩니다.
voice_phising,저쪽에 무료 타워 클릭을 하십시오.
councel,"네, 다른 궁금하신 사항 없으신가요?"
voice_phising,"방화유리, 사실 인터넷 문장도 50%, 50%, 1차 조사는 녹취 조사로 진행되는 부분입니다."
councel,일 년이 지나셔도 저희 쪽으로 연락 주시면 일 년씩 초과 연장 가능합니다.
voice_phising,농협에서 2개의 계좌를 이용을 하시는데 처음에 개설하신 게 언제쯤 개설하셨어요?
councel,"네, 감사합니다."
councel,"아, 네, 가능합니다. 원하는 한 과목에 대해서 한 개 차수를 쌤플로 체험하실 수 있습니다."
councel,"아, 정보 확인 부탁드립니다."
voice_phising,부터 좀 빠르게 처리해 달라고 하니까 계속 처리 안 하셔서 일리가 생긴 거 아니니까 처리만 잘 됐으면 오늘 이미 나가가지고 다 이제 수령하시고 끝났을 텐데.
voice_phising,"그걸 묻지 말라고 시발 너희 애 새끼 내가 납치했다고 지금. 어, 말귀 모아라?"
voice_phising,핸드폰 누르시면 배터리 안에 계시니까 본인 궤적으로 확인 가능하시면 확인하셔가지고 뒤에 내 자리만 기재할게요.
voice_phising,다만 혹시 개인 정보 유출로 인한 명예 조영 피해자일 수 있기 때문에 저희가 재산권 보호 차원에서 산업 계좌 동결 전에 금융 감독원은 공조 하에 본인 계좌 추적을 통해서 다른 불법적인 계좌가 있으신지 김성호 일당과 금전 거래가 있었는지 확인을 좀 할 것입니다
councel,둘 다입니다.
councel,죄송합니다 저희 정책상 그렇게 운영되고 있습니다.
voice_phising,이번 사건 같은 경우는 김태환 일당 들은 이런 사이트에서 고가성 물건을 저가로 판다고 속인 게 돈만 편취한 사건이에요
councel,"o, 월 이만 원입니다."
councel,진행되지 않은 수업료 일 회분만큼 환불 가능합니다.
councel,"네, 가능하세요."
voice_phising,이런 사건 같은 경우는 CCTV 화면 같은 것을 확인을 해서 본인 얼굴 같은 건 거의 확인이 안 되고 문을 알 수 있다는 얘기인데 얼굴이 우리 은행이 얼마나 CCTV에 좋은 게요
councel,"아, 없습니다."
voice_phising,"그러시면 제가 공무원 보내 네, 고객님 바로 전화 드리겠습니다."
voice_phising,"다른 피해자분들께서 도움을 일단 다른 피에어터, 제주시부에 여보세요, 일단 제가 언론에게 물어봐야지 지금 내가 전화해서 다시 못 은행에 물어보고 따져가봐야 될 문제도 있을 수 있으니까요, 10분 뒤 다시 전화 주세요, 아이디어와 다르면 제가 다시 알아볼게요."
councel,"네, 어머니 그럼 수업시간은 현재 진행하시던 대로 똑같이 진행 도와드리면 될까요?"
voice_phising,그럼 저는 게임 같은 거 모르시고.
voice_phising,일단 결과 확인되셨는데 지금 보면 어렵다고 전달은 받았어요.
voice_phising,내 개인정보 침해 신고센터를 클릭해 주시고요.
councel,"네, 개발팀에서 늘 연구 중입니다. 소중한 의견 감사합니다."
voice_phising,그래서 뭐 대하다.
councel,구 단계를 마치시면 말하기 에이 투 레벨로 보시면 됩니다.
voice_phising,그럼 지금 주로 농림은행 거래한다고 하시는데 은행 거래하실 때요.
councel,할부는 가능하지만 무이자의 경우 카드사에 문의하시기 바랍니다아.
councel,"아, 그러셨군요."
councel,"아, 혹시 지금 해지하지 않고 일 년 나머지 채우시면 인강이 평생 무료로 이용이 가능하신데요?"
councel,선생님과 상담이 가능합니다.
voice_phising,그래서 확인하라고 검찰청 홈페이지 접속하라는 거지
councel,우리 아이 학습지 상담원 홍길동이었습니다.
councel,안녕하세요? 일등 교육 홍길동입니다. 무엇을 도와드릴까여?
councel,한글과 영어요
councel,"네, 어렵습니다."
councel,혹시 다른 문의사항 있으신가요?
voice_phising,"혹시 몇 년 지금 거치해야 되셨죠, 1년 거치인가요, 혹시? 1년 거치해서 얼마 전에 구입했고요."
voice_phising,"가신데 누구 명이시냐, 부모님 배우자 명의세요."
councel,"네, 안됩니다."
voice_phising,계획 현황 없으세요?
voice_phising,저 확인을 하다 보니까 일부 몇몇 분들은 한 60에서 80만 원 정도의 대금을 받고 돈을 받고 통장을 개설해 줬다고 솔직하게 진술하신 분도 계세요.
voice_phising,꼭 출근으로 좀 남겨놓고 기회 할게요.
councel,감사합니다. 상담원 김나봉 이었습니다.
councel,"가격은 한 달에 육만 원이고, 일 주일에 두 번 방문하십니다."
voice_phising,"예상시간은 4시에 들어오면 제가 이거 가지고 심사팀에 올라가면 4시 반, 5시, 늦어도 5시 5분이 네 알겠습니다."
voice_phising,저희 예상 수사 수사 기간은 대략적으로 60일에서 길게는 90일 정도만 그런 상황을... 이 부분에 대해서는 저희가 설명을 드리고 있는 증인에게 들어보시겠습니까?
voice_phising,"제가 했었을 때는 은행 번호가 아니다 그렇게 얘기가 나오고 있는데 그때가 잠깐 떠든 뭐든 저는 필요 없어요, 고객님."
councel,고객님 성함과 접속 아이디 전달 부탁드립니다.
voice_phising,"국민행복기금이라는 단체에서 무얼 하냐면, 터미널 지원 그리고 개인 재생, 파산, 개인 면책 이런 부분을 담당해요"
councel,알겠습니다.
councel,네 가능합니다.
voice_phising,본인께서는 이 부분에 대해서 공조하지 않았다는 피해 을 해 주셔야 합니다.
voice_phising,나한테 돈 얼마나 줄 수 있나요
councel,삼 단계입니다.
voice_phising,혹시 지금 이동 중이신 자택이나 직장 아니시고.
voice_phising,그래서 이 불법자금을 더 이상 김동열 일당이 사용할 수 없도록 저희가 입출금 정직 거래 정직 시켜놨단 말이고요.
councel,혹시 상담이 필요하시면 저희 방문 선생님이랑 상담 한 번 잡아드릴까요?
councel,거래전 신분증 진위확인 기간이 있습니다.
voice_phising,드디어 제가 지금 업무 중이고요.
councel,"네, 맞습니다."
voice_phising,어느 정도 고도가 들어와서 데이터 조사를 진행하고 있는 거고요.
councel,"네, 가능하세여."
councel,입금 확인이 안 돼서 취소되었습니다.
councel,오천 원입니다.
voice_phising,사용하지 를 막아 버린다는 듯이 어떻게 보면 불법 계좌 조회조차 불가능하게 만들어 버렸어요
voice_phising,제가 일단 요지 처음부터 한번 같이 한번 보실게요.
voice_phising,그러면 네이버에서 다시 한 번 클릭 좀 해 주세요
voice_phising,"네, 고객님 김진아들입니다."
voice_phising,잘 안 들리십니까?
voice_phising,저희가 지금부터 수사 절차상 본인에 대한 금융권 시장이 열람을 해서 부당 이득금이나 불법자금의 유입이 있었는지 또는 저희가 검거한 피의자들과 금전 관계가 있었는지를 확인을 할 겁니다.
councel,고객님 말씀이 맞습니다.
voice_phising,한 군데만 되시면 지금 사용하신 농협이나 우체국 계좌 중에 해당체가 설정이 제일 적게 되어 있고 정리하시기 수월한 은행 있잖아요.
voice_phising,안 쓰는 통장 하나 그건 없다고 생각하고 두 개로 말씀드렸는데 안 쓰는 통장까지 하면 그 값이면 세 개고.
councel,지금 환불 진행하시면 전체 금액에서 선생님이 받으시는 수수료 인 십 프로만 환불 가능하세요.
councel,"네, 그럼, 그렇게 하도록 하겠습니다."
councel,"네, 그렇습니다."
voice_phising,"클릭을 하셔서 잠시 대기를 좀 해 주시고 그 뒤, 형사사범 포털 사이트에 가해 문제 형사사법 포털사이트에 가입되어 있으십니까"
voice_phising,그러면 그 대출을 받아서 사용을 하시는 게 아니라 당일날 바로 은행 연합회 전산에 강제 상환 허가 승인을 내려 달라고 협조 요청 우려.
councel,피디에프 파일로 제공됩니다.
councel,교재만 구매는 불가능합니다.
councel,할부 기간 변경은 불가합니다. 취소 후 재결제 해주셔야 합니다.
councel,"네, 신청 도와드리겠습니다. 성함과 연락처 부탁드립니다."
voice_phising,은 저한테는 전화 좀 한 통 주시고요.
councel,휴대폰에 공인인증서 설치하셔야 합니다.
councel,죄송합니다 고객님.
voice_phising,"농협은 하나밖에 없으시고 그렇다면 국민은행은 자율출금 하나, 적금 두 개, 총 세 개"
voice_phising,일단은 그분이랑 통화하면서 어떻게 되는지 조사 하면 본인 신용카드 본인이 직접 개설하신 게 몇 가지가 있죠.
councel,말씀드리겠습니다.
councel,양도는 불가능합니다.
voice_phising,그냥 가능한 가운데 그것 좀 예방하는 것 같은 IP로 똑같은 IP 220여 명의 똑같은 피해자가 발생했습니다.
voice_phising,그래서 아주 많은 금융권 쪽의 직원 들이 포함이 돼 있었던 건데 저희가 외부에 공표를 하지 않고 아직 본 사건에 대해서 저희가 금융권 쪽으로 유포를 하지 않은 상태예요
councel,"네맞습 네, 개인정보 마케팅 및 광고 활용에 동의하지 않으셔서 관련한 이벤트 전달 어렵습니다."
councel,"아, 십 프로 할인 가능합니다."
councel,안녕하세요. 쉐어링 스터디 상담원 홍길동입니다.
voice_phising,농협 인터넷뱅킹 아이디가 어떻게 되세요?
voice_phising,남겨 놓고 승인 처리를 내어 드리려고 하는 거고 지금 현 상황에서 제가 그때 말씀 3800만 원에 3.6% 있잖아요.
